"Activity" "Subject" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
"WALKING_DOWNSTAIRS" 29 13.24953118 -0.8754317785 -5.215404378 -45.59420507 -45.01297105 -45.21773811 36.616187525 3.479715909 4.1431851802 -47.69914044 -47.41705966 -47.18865846 4.65081015 0.46771142477 -0.32972781359 -45.729473287 -45.59083622 -46.56057987 -0.8698190165 -4.073501048 4.365066599 -45.99939014 -46.1583322 -45.73145307 -4.703161795 -2.244145658 -2.581953079 -46.35197592 -46.99032315 -46.50192134 -45.21495375 -44.95519397 -45.21495375 -44.95519397 -45.95867376 -45.630639005 -45.62392012 -45.65963733 -46.81504445 -46.77973809 -45.45748166 -45.01780523 -45.67824331 -45.65741948 -45.16652217 -45.1624258 1.7904765016 6.1845661923 8.1304085726 -45.7571321686 -45.60543489 -46.32463783 -45.91060293 -45.75133027 -46.7414246 8.8575580106 -3.0228472368 3.4235034849 -45.66171799 -46.31803184 -45.68860332 -46.11702808 -46.07992948 -45.95638389 -0.36939427 -9.98298499 1.803378796 -45.1270283 -45.293057132 10.3525133462 -45.538428031 -45.71135673 15.7841481578 -45.99041348 -45.83945751 -3.281211977771 -46.84289014 -46.7723921 8.5090497909
"WALKING_DOWNSTAIRS" 30 17.12157342 -1.02263357156 -6.431621563 -57.797150241 -56.333128257 -56.843486243 46.69987843 2.8373293624 4.5714112232 -61.59561749 -60.85960666 -60.55375446 4.914166611 0.52266340029 0.02260263687 -57.77651147 -57.148617175 -59.13090458 -1.709290861 -4.669721258 5.451091603 -58.61973605 -58.156132028 -57.77620694 -5.3042867851 -2.872781922 -3.6588553709 -58.99072084 -59.74534853 -58.84374701 -56.736681061 -57.065614768 -56.736681061 -57.065614768 -57.926855494 -57.50113232 -57.051946411 -57.41282655 -59.40357772 -59.53205526 -57.960131566 -56.503993859 -57.681385048 -57.761538675 -56.572152524 -56.80120298 -0.1487080709 7.1499993612 8.025822855 -57.944886911 -57.440875655 -58.81560348 -57.97813439 -57.169082543 -59.36049218 11.6713166832 -1.3997918697 4.0913602694 -57.97820279 -58.52130322 -57.66951487 -58.85677195 -58.00781084 -58.21146923 -1.0507966359 -10.07768541485 -0.1662449927 -56.97471655 -57.87266395 11.8770517207 -57.32025251 -57.71742553 20.508762765 -58.15811408 -57.78902901 -5.453000071 -59.5249306 -59.69544481 11.1129991367
"SITTING" 1 12.98445446 -0.8011944493 -5.029002137 -45.17469731 -43.550315379 -44.24951317 36.750717249 2.622376295 5.4135770215 -46.77531699 -46.49990953 -46.09368185 3.136861386 0.25291948979 0.4719890232 -45.10896987 -44.205642487 -45.55091767 -1.3258377947 -3.0423240754 3.8231709878 -44.48581515 -44.62654447 -44.68624804 -4.7502066763 -1.6243125 -2.0109852435 -44.7354415 -45.59667953 -45.43921097 -44.37488067 -44.67413905 -44.37488067 -44.67413905 -44.92985361 -44.95839362 -43.945954804 -43.932062389 -45.34724625 -45.42768655 -45.15075245 -43.773244835 -44.68338435 -45.19277631 -43.617526609 -44.20194327 1.3360186974 6.0492847065 5.9511247797 -45.26157712 -44.329487297 -45.35781274 -45.11904003 -44.265286143 -45.67984769 9.657065065 0.6707418877 4.1970695464 -44.21894583 -44.879785824 -44.74036418 -44.58921976 -44.50330943 -44.88194924 -0.8379139292 -6.017541031 3.1968334366 -44.61150066 -45.04315247 10.034739539 -44.85687962 -45.05133232 18.6105990533 -44.3623472557 -44.20459305 0.7040815669 -45.42195236 -45.52981877 12.17727907685
"SITTING" 2 12.71197443 -0.77589902881 -5.062747723 -43.505635658 -42.05966288 -42.641175783 27.10947397 5.461354942 6.2304832846 -45.77112298 -45.55804438 -45.20015183 3.7819798583 0.9020684154 0.05522762242 -43.433052746 -42.53370189 -43.85853763 -1.219881469 -3.5793575057 3.863069451 -43.58604603 -43.442650697 -43.15607049 -3.9984170071 -1.743666502 -2.419158209 -43.93057629 -44.57346227 -43.79905596 -42.69651547 -43.06164927 -42.69651547 -43.06164927 -43.247649683 -43.130218341 -42.92065758 -43.13568521 -44.29339413 -44.41101011 -43.5550604994 -42.29780268 -43.17281263 -43.491258829 -42.155225728 -42.5924940805 -1.7643893513 5.512167325 9.4911594825 -43.547053894 -42.75621872 -43.70184567 -43.542303851 -42.5280311988 -43.94674551 7.4155426302 -0.82072001 3.5623337785 -43.31081944 -43.84014598 -43.119935875 -43.70950999 -43.254498165 -43.43222711 0.5344467336 -3.903082142 3.48776946915 -43.00979069 -43.52910957 11.7054642307 -43.210192793 -43.001572038 15.519146058 -43.65520179 -43.3139631 3.5646838932 -44.53201596 -44.37483262 12.299293032
"SITTING" 3 14.3756605 -0.8655246348 -5.606075523 -48.96032468 -47.29126046 -48.07834882 37.59471809 0.2822383588 6.5923415637 -51.70018523 -51.38237316 -50.75918992 4.106733591 0.3856327610312 -0.44250515003 -48.93847639 -48.393039308 -49.499301963 -1.08088723416 -4.019791929 4.4167773669 -48.9557859 -48.45817147 -48.71916321 -5.231861044 -2.184658537 -3.086467003 -49.37389414 -49.35152017 -49.58586849 -48.143794185 -48.17970477 -48.143794185 -48.17970477 -48.914560026 -48.520997493 -47.97329288 -47.90713837 -49.486181377 -49.12105099 -49.06774586 -47.64750393 -48.700716138 -48.936113342 -47.377864031 -48.02169401 -0.7500522151 3.6094985901 7.2768459853 -49.1148687 -48.6155777 -49.426649203 -49.033998956 -48.4001814134 -49.51122269 11.0432523026 -3.4611612491 0.3090554902 -48.66874721 -48.82797275 -48.67464003 -49.07735534 -48.28338032 -49.03688317 -3.313478976 -8.320402869 1.6724540278 -48.12134421 -48.77936946 12.4581197366 -48.366834058 -48.682098035 15.61120212258 -48.46906976 -48.256652222 -1.296882162 -49.28110081 -49.10896549 10.931130078
"SITTING" 4 13.82754923 -0.8254317919 -5.440860765 -49.65805397 -48.56720238 -48.60998878 37.21272309 3.016441717 2.9908511242 -49.82628558 -49.5945555 -49.18930574 3.799154765 0.492718567119 0.1668906984362 -49.54708534 -49.06926569 -49.37722 -1.268437194 -3.508732907 4.322811623 -48.81438358 -48.98387409 -48.965491 -4.953415433 -1.997874123 -2.866014049 -49.21914701 -49.54523639 -49.44544733 -49.13946811 -48.98184029 -49.13946811 -48.98184029 -49.42476957 -49.35531393 -48.75191216 -48.37311403 -49.52056083 -49.43169971 -49.59267883 -48.73226632 -48.98247939 -49.68864418 -48.53820895 -48.49739641 0.6969138706 6.6772516219 7.3437308827 -49.55409332 -49.0824311 -49.27137089 -49.58026529 -49.12250831 -49.41301021 10.306108809 0.6266921743 2.3461042675 -48.79438472 -49.13734825 -48.95623762 -48.84020444 -48.90595871 -49.06043912 -2.2933169492 -7.958362036 2.1838284666 -49.09810523 -49.03986103 12.114312492 -49.3308801 -49.32927641 17.1263225896 -48.79347558 -48.38510365 -2.734620914 -49.46645947 -49.41627323 11.3731952457
"SITTING" 5 12.17279963 -0.7714942776 -4.58648478 -38.767071725 -39.604680292 -39.646451484 28.452393045 4.618904839 8.5828872176 -43.66399848 -43.37796579 -43.03290669 3.077198382 0.2295991347 0.679927549396 -39.368417346 -40.09732391 -41.07856318 -0.685116633 -3.381839095 3.3387625732 -40.94574654 -40.67754803 -40.78181518 -4.006922331 -2.273815799 -2.685525185 -41.13880317 -41.32565256 -40.93208659 -38.77489981 -38.31799488 -38.77489981 -38.31799488 -39.955132232 -39.327693715 -40.099381142 -40.20926348 -41.2927933 -41.12698633 -39.330755225 -39.544762356 -40.02617202 -38.571333691 -39.8921666088 -39.753533973 -2.4781355769 4.262020718 6.7972717535 -39.690538141 -40.192462762 -40.7962984 -39.4466531356 -40.269012464 -41.30421059 6.389285137 -2.30872498578 1.1977514884 -40.25746947 -40.57653228 -40.32026201 -41.16869897 -40.78180666 -41.24720344 -2.2880647966 -8.148383262 3.0862879238 -38.419187336 -39.114809107 8.4939612043 -39.185289464 -39.5265217702 13.727731273 -40.3964947 -40.76328492 -1.6402966088 -41.19783814 -41.25651928 10.195965615
"SITTING" 6 15.22116566 -1.3722271771 -6.01372671 -52.83125309 -51.218986046 -51.49064433 37.16902637 7.2820391603 5.6852304246 -54.68462584 -53.56583573 -53.84508714 4.58958296 0.11908438573 -0.23311403701 -52.59605737 -51.8942649 -53.21561138 -1.1268009755 -4.784325461 4.685297272 -53.27146016 -52.599448832 -52.34700226 -5.434741905 -2.600617174 -2.680935447 -53.39727828 -53.55101152 -53.012374783 -51.5260546 -51.89262222 -51.5260546 -51.89262222 -52.55623702 -52.3943212 -52.20284405 -52.41910295 -53.43550178 -53.51479916 -52.923734331 -51.442394912 -52.207352215 -52.80993648 -51.311426446 -51.35051023 0.5719720076 4.1964308032 7.5068614521 -52.772240145 -51.96629748 -53.05138002 -52.6296419 -52.03647789 -53.29870068 11.12596525006 -1.2568384863 2.8264673559 -52.94142771 -52.801367274 -52.03643475 -53.38259888 -52.511170147 -52.709791929 -2.8197407795 -9.8920003636 1.3223078466 -51.94600958 -52.34177058 12.3749416745 -52.33022541 -52.44020418 17.632141719 -52.74495593 -52.65957461 -2.42424214272 -53.47028967 -53.67795919 12.848044075
"SITTING" 7 13.28933463 -0.7551118287 -5.182901359 -45.82330153 -44.499475934 -45.47383467 28.614862524 5.45797298 9.8025113973 -47.72645532 -47.22109122 -47.29153822 3.866352597 0.70572581292 0.00636310122700001 -45.974910939 -45.64465996 -46.64521677 -1.037876856 -3.642287956 3.999355123 -46.35563095 -46.02143986 -45.88341035 -4.987845343 -1.9453637257 -2.411113852 -46.60276678 -46.83737894 -46.200071021 -45.309393767 -45.02943268 -45.309393767 -45.02943268 -46.09816976 -45.78502686 -45.55755196 -45.53658114 -46.73513751 -46.62656759 -45.973620485 -44.843857397 -45.9747471 -45.78018085 -44.5178331 -45.37832777 -0.775758775 5.9963532095 8.09856621989 -46.04121979 -45.73647042 -46.51619075 -46.0937645 -45.7212835 -46.70744485 9.008442634 -0.37290796 3.4506956443 -46.07998654 -46.28189252 -45.80497795 -46.45713431 -45.89522387 -46.10248303 -0.8779992629 -6.2796273355 1.976789002 -45.224332163 -45.357858536 11.5261793108 -45.80048227 -45.719748445 16.2304149902 -45.90351044 -45.73377553 -0.690084957 -46.67412337 -46.6440491 9.6945015039
"SITTING" 8 12.73959858 -0.7784963443 -5.063359422 -44.86383017 -43.56174775 -44.26363439 36.92843625 0.2411340593 6.8380632161 -45.83937001 -45.54917431 -45.3226495 3.237826655 0.354292042081 -0.47036593332 -44.6720708 -43.920714683 -44.93999563 -1.3817279739 -3.615384828 4.189356607 -44.63118285 -44.373301399 -44.62306527 -4.17356413 -2.084555973 -2.407507373 -44.57181753 -45.08949625 -44.92475372 -44.33949453 -44.37898102 -44.33949453 -44.37898102 -44.5464696 -44.4726637 -44.23568394 -44.03983573 -44.9898395 -44.96698906 -44.81064311 -43.6096833 -44.46408325 -44.8953995 -43.650224757 -44.25192385 0.1051605094 4.481006105 9.2378029826725 -44.73035949 -44.036667077 -44.80994653 -44.72945074 -43.94066202 -45.00252733 9.2949331281 -1.1673070535 2.9647931142 -44.32125701 -44.56112866 -44.49096288 -44.73369573 -44.281404536 -44.79285734 -2.476027497 -6.4580642755 2.7036497989 -44.33179722 -44.62588903 10.845475545 -44.348497525 -44.60361537 16.9378251474 -44.40797663 -44.13334568 -2.922549699 -45.02048413 -44.95963361 11.206974573
"SITTING" 9 13.85274254 -0.79579946226 -5.425235273 -45.42288649 -43.84308129 -44.757422155 34.896300407 5.159982175 3.25058614618 -49.69253358 -49.08246296 -48.79099539 4.2327480002 0.03583407818 0.03785005881 -45.66821105 -45.24275817 -46.66164301 -1.1743542289 -3.6417156651 4.8250898687 -46.05679934 -46.138566425 -45.6049937 -5.681221679 -2.334220008 -2.6682476337 -46.518937035 -47.45184956 -46.95475675 -44.497962534 -44.808679156 -44.497962534 -44.808679156 -45.72204063 -45.281801906 -44.772983578 -45.17576024 -47.10739309 -47.39452838 -45.54482955 -44.139719305 -45.36275336 -45.395210935 -44.0578016 -44.826287467 -0.7710929577 4.2176610529 6.418466332 -45.74653047 -45.32572786 -46.20050121 -45.98319318 -45.49209659 -47.06410077 9.459545931 -1.4833388084 2.5339491592 -45.37776561 -46.33092965 -45.4361383618 -46.28511852 -46.08133863 -46.07388225 -1.8185749823 -8.4183041488 -0.452995891 -44.6593995273 -45.6865528 8.520568774 -45.08653474 -45.539378381 18.2080235987 -45.965637206 -45.5132229 -4.2538384263 -47.39042379 -47.58928922 11.1183424954
"SITTING" 10 14.96612359 -0.86746891323 -5.980972823 -52.31886216 -50.21298851 -50.66385217 39.066705316 5.9641897378 7.83657267 -53.7361788 -53.23527766 -52.9992604 4.090804739 0.37856200465 -0.14325863795 -52.17794607 -51.41105847 -52.26641714 -1.531123857 -4.23581551 5.018654649 -51.64012453 -51.62259507 -51.45353514 -5.061926667 -2.0074181172 -3.159144027 -52.27394945 -52.57823297 -52.4763653 -51.278197 -51.12428478 -51.278197 -51.12428478 -51.95297398 -51.94186121 -51.1871963 -50.80783236 -52.5411809 -52.55223951 -52.31387592 -50.54921779 -51.22633196 -52.32886579 -50.25357133 -50.58692238 -1.0412997445 4.76429405342 9.2734571588 -52.28525316 -51.53344174 -52.10190499 -52.23008506 -51.4609722 -52.35466642 7.2339668904 -1.96202675462 1.1557810154 -51.40800107 -51.796683 -51.5185026 -51.73121379 -51.55546292 -51.66419743 -1.1243983434 -7.6493437153 1.8822046119 -51.29434254 -51.45168629 9.7949775864 -51.93125356 -51.91461406 16.0758759879 -51.36646691 -51.01305985 -0.7615094433 -52.58558967 -52.60017745 11.210674325
"SITTING" 11 14.6942198 -0.822405648 -5.748270029 -51.752333851 -50.88580326 -51.096739 33.51068901 6.373002096 7.15320223 -52.79376813 -52.30827294 -52.06812476 3.987111462 0.63614744662 -0.10023422258 -51.87301262 -51.51614096 -51.7209111 -0.90133017 -4.220365288 4.589813413 -51.47438506 -51.71817426 -51.62971688 -5.114586828 -2.072349968 -2.898612509 -51.9499774 -52.16778117 -52.07653035 -51.297436727 -51.224653831 -51.297436727 -51.224653831 -51.7344653 -51.69016665 -51.03741858 -51.10492675 -52.16440226 -52.11743791 -51.87503256 -51.07094224 -51.298044139 -51.714098178 -50.88461926 -51.10703747 1.0748256074 7.2604128322 11.9723832309 -51.92606042 -51.56944127 -51.54103511 -51.91640712 -51.56229572 -51.82749918 12.538258442 1.7791748377 7.2654544639 -51.39299825 -51.82169722 -51.66571394 -51.52836272 -51.67622429 -51.74434877 -4.4884493812 -8.1954649246 2.476318062 -51.2789033226 -51.42613181 11.831101192 -51.67429769 -51.656715632 23.026503934 -51.50633282 -51.18834152 -4.3355010784 -52.17112684 -52.09658193 14.145648891
"SITTING" 12 14.14477439 -0.811774722 -5.547432536 -50.60225299 -49.55048046 -49.63112944 33.30979329 5.0830790159 6.9834927707 -50.78007221 -50.54690179 -50.12797009 3.800018037 0.4841759249 0.13419538187 -50.48784082 -49.94500378 -50.41378783 -1.4872337647 -3.886508627 4.133904 -50.06874238 -49.90989718 -50.03671098 -5.050508448 -2.04172552813 -2.66218051717 -50.40002864 -50.53600375 -50.47976682 -50.11115363 -49.91611067 -50.11115363 -49.91611067 -50.38608663 -50.2813545 -49.73288994 -49.42191259 -50.55739694 -50.48939684 -50.54538781 -49.63656273 -49.95741847 -50.62900784 -49.55969538 -49.53101666 -0.119780990063 7.2219518081 9.54785727 -50.50029392 -49.9468796 -50.30991628 -50.5196723 -50.02424959 -50.44614476 9.6969736096 -0.608185717 3.1669209772 -49.92725952 -50.10207451 -50.07451543 -50.11699815 -49.81644925 -50.11307408 -1.79457623491 -12.206390983 0.9242365776 -50.0104082 -49.99612322 11.990100541 -50.24799292 -50.26778174 17.260205612 -49.79796773 -49.45143321 -3.237391334 -50.5160217 -50.47898892 9.861553244
"SITTING" 13 13.59449999 -0.8891877077 -5.277236249 -48.71844368 -47.76926658 -47.78214119 35.4697225 3.8239634319 7.1995306366 -48.82660192 -48.35501096 -47.89470156 3.731363541 0.55867614553 -0.10926493666 -48.58874732 -48.16394102 -48.50846544 -1.3572764908 -3.938185326 4.430005191 -47.92719942 -48.29943887 -48.0261115 -4.719952686 -2.007953598 -2.652664188 -48.44333597 -48.64093552 -48.55974807 -48.15531169 -48.13894892 -48.15531169 -48.13894892 -48.49392167 -48.4885694 -47.71293507 -47.62478087 -48.62739843 -48.57162242 -48.67058097 -47.85869102 -48.11108221 -48.74182963 -47.75796138 -47.66685075 2.64520153961 5.402331707 6.81388444726 -48.60188551 -48.16218123 -48.4224823 -48.61028563 -48.22931315 -48.52474895 11.30533986051 0.3247539953 3.6397875861 -47.99174546 -48.37976462 -48.10600031 -47.93316917 -48.25907106 -48.09207346 -1.7616121462 -3.711931911 2.1588762724 -48.26444248 -48.16497975 11.175003536 -48.46328063 -48.46160458 17.530088486 -48.07993388 -47.60713431 -0.2193012455 -48.58807348 -48.56492557 10.092044263
"SITTING" 14 14.98628761 -0.8957657277 -5.758411639 -52.8628342 -51.70667512 -52.40786559 38.57231054 3.620240298 8.9170912262 -53.70819819 -53.2758303 -53.19174896 4.546636307 0.18350518665 0.03988888385 -52.9425417 -52.3638556 -53.26627772 -1.66550201514 -3.875360058 4.762057222 -52.69145929 -52.75803295 -52.70336342 -5.242983676 -2.253570563 -2.860359826 -52.98600277 -53.48826026 -53.2029037 -52.35527961 -52.43352931 -52.35527961 -52.43352931 -52.88496519 -52.81409773 -52.41218241 -52.56884734 -53.33262696 -53.39800547 -52.84746075 -51.91619156 -52.79031239 -52.87660036 -51.71269329 -52.29230752 0.3596288263 4.7524483959 9.38858670421 -52.99467947 -52.3533754 -53.14451007 -52.98011111 -52.50110712 -53.31191278 11.932001646 1.0961345119 3.938662903 -52.5662189 -53.02967648 -52.65549852 -52.73859484 -52.62586028 -52.8380401 -4.245543007 -9.6535125806 4.11640047117 -52.59594235 -52.54661802 12.56979006485 -52.74484688 -52.84728587 20.2613528668 -52.836389 -52.63511878 -2.716415836 -53.38739557 -53.44595756 14.533122467
"SITTING" 15 16.38043887 -0.9805587845 -6.200476396 -54.241893598 -52.780014762 -54.24430799 41.406052662 6.1969336648 8.2291323628 -58.67482271 -58.0310269 -57.71674022 4.730441192 -0.271701687722 -0.18605011819 -54.628717017 -53.880893873 -56.12700643 -2.04994076425 -4.02971359 5.1093625679 -55.0852372 -55.213926447 -54.597290289 -5.445955484 -2.896318905 -2.8705790756 -55.478931155 -56.55307833 -55.71097586 -53.586836378 -53.461233908 -53.586836378 -53.461233908 -54.87391971 -54.123600262 -53.863089453 -54.37386504 -56.21037658 -56.19092515 -54.427107963 -53.025610905 -54.95639358 -54.1897150154 -53.016428571 -54.21022891 -1.0067972126 5.7246691644 9.9086522699 -54.724600225 -54.149501646 -55.90407758 -54.926920832 -53.941660754 -56.26618343 10.1595532495 -5.0172989736 2.2989669201 -54.62825787 -55.43916991 -54.295855734 -55.25968 -55.15240182 -55.11202654 -0.24066607166 -6.1029528933 0.599077687 -53.5293161 -54.249265708 13.21487333128 -54.151294349 -54.069855328 16.4936490172 -55.04711183 -54.73871611 0.7261737672 -56.24235939 -56.30798883 10.80319872821
"SITTING" 16 19.16483783 -1.1271070755 -7.363970681 -65.02937582 -62.193181322 -62.979398461 49.93190136 5.3214476142 9.0875317799 -68.64791602 -68.19726932 -67.85646956 5.436839456 0.73955507972 0.262973091275 -65.23634822 -64.0063358789 -65.78695259 -2.267063195 -4.9851982907 6.36988811 -65.09759682 -63.719433864 -64.46344435 -6.568106906 -2.889048068 -3.8191377183 -65.43987497 -66.0582928 -65.97480535 -63.498239237 -64.31211888 -63.498239237 -64.31211888 -64.868404761 -64.98737172 -63.428374553 -63.89066635 -65.91545136 -66.07118284 -65.33437006 -62.934224212 -64.31730074 -64.92618745 -62.2128155671 -62.7472240807 -0.6490418865 7.5497791912 11.128537441759 -65.47408699 -64.10862383 -65.46907605 -65.33820566 -64.261825946 -66.02636083 11.9649630107 1.021900925029 3.8162434746 -64.61042774 -64.651755867 -64.59260653 -65.28817787 -63.3069264447 -64.83972295 -1.250388929 -13.2018877707 0.92160655 -64.39176547 -64.95226298 17.3638848041 -64.9492574 -64.98309803 23.661767889 -64.66221154 -64.26039378 -2.0143586854 -66.09586782 -66.22760313 15.039644502
"SITTING" 17 17.78424289 -1.29539144551 -6.825960721 -61.41128694 -58.962031389 -59.99263999 39.240303785 8.7011253529 9.8582237578 -63.39731647 -62.82111183 -62.33985631 5.098904621 0.69719423743 -0.06858028991 -61.47884971 -60.60879881 -61.90734411 -1.59473269 -5.299275737 6.060311221 -61.043011433 -61.5713522 -60.25535763 -6.020835594 -2.5111555225 -3.788023822 -61.95599016 -62.53310757 -62.0164171 -60.24414051 -60.24474639 -60.24414051 -60.24474639 -61.35609664 -61.1211805 -60.21196004 -60.53714275 -62.35517305 -62.39778617 -61.33682695 -59.569551762 -60.6852805 -61.45429267 -58.963811552 -59.91410878 0.9277696801 6.643677806 13.0803106035 -61.51369183 -60.72422485 -61.67970255 -61.67463423 -60.72010353 -62.04299807 13.840972969 -2.199339676 3.390768952 -60.94481414 -61.68014851 -60.62654234 -61.117148356 -61.53427498 -60.493731267 1.82529316245 -5.240072217 3.427646698 -60.28030309 -60.77966944 15.966804151 -61.06119897 -61.15206489 19.023323083 -61.24229025 -60.68287954 -1.3792485418 -62.40767731 -62.48088068 13.0000577224
"SITTING" 18 15.8452647 -0.9468043151 -6.288348644 -56.54199125 -54.89641932 -55.25977635 41.11907248 4.7844870842 9.1281491124 -56.70067085 -56.07732267 -55.79715271 4.350741488 0.541019407908 -0.09745772293 -56.43572388 -55.74979528 -56.28782127 -1.578593613 -4.586280372 4.389140281 -55.26525393 -55.83911966 -55.51893197 -5.26482596 -2.325636244 -3.0383170223 -56.20364408 -56.51352503 -56.21875953 -55.76576058 -55.61417714 -55.76576058 -55.61417714 -56.23462572 -56.21362692 -54.81296677 -54.74068083 -56.43874941 -56.38384989 -56.48866676 -55.21477408 -55.7019613 -56.57181168 -54.84309544 -55.13200827 1.0454966645 6.3708489094 10.9512819103 -56.43387453 -55.76723489 -56.16505926 -56.49004834 -55.82186136 -56.3313677 13.807865312 -1.154401214 4.394845828 -55.39729527 -56.08368035 -55.5828738 -55.2719829 -55.72437718 -55.63408958 0.6611092565 -9.017582615 2.779225697 -55.80731727 -55.69355628 13.2346867854 -56.16316312 -56.21884352 19.884794722 -55.47770936 -54.7013966 -0.5414268072 -56.42271439 -56.36147684 9.1474129605
"SITTING" 19 20.3012873 -1.161808558 -7.903988556 -67.857053959 -65.159685602 -67.330095693 43.039195193 6.91677734517 8.8275180095 -72.45199008 -72.08234477 -71.61105565 6.078425274 0.70350832156 -0.06782732972 -68.04570221 -67.33112056 -69.392345148 -2.6182856659 -5.197622833 6.4143575498 -67.885994722 -67.84536927 -67.91436947 -7.628547452 -2.323432839 -3.912666649 -69.18626068 -70.007131003 -69.34423269 -66.716762314 -67.311688788 -66.716762314 -67.311688788 -68.11604359 -67.77319857 -66.691202582 -66.72232837 -69.75930785 -69.87557796 -67.931521495 -65.89055564801 -67.981886837 -67.846028494 -65.254456597 -67.40179504 -1.019190474 7.7809666179 10.9987104846 -68.19040986 -67.53471242 -68.957194031 -68.350949269 -67.51575951 -69.73893924 14.0669238627 -2.0451327128 3.30964286099 -67.522521502 -68.43723595 -67.8320930663 -68.07725704 -67.591038703 -68.41844772 0.2917201498 -11.8563118091 7.8535733399 -67.13651967 -68.25805323 16.60409184958 -67.60228124 -67.97407003 24.178853533 -68.01353571 -67.06367014 -0.3138574617 -69.87427616 -70.11085538 13.6345760784
"SITTING" 20 18.36440532 -1.1911670366 -7.344211586 -63.07171459 -60.466876388 -62.00791842 46.39171341 4.20889515175 8.45894288327 -65.73687371 -65.24270817 -64.87616217 5.18268782 1.1733568473 0.19146222481 -62.53272201 -61.3161837554 -63.58559687 -1.81020167576 -5.13124434 5.751343894 -62.3291011 -63.27852725 -62.86689833 -6.448975947 -2.5309514645 -3.551067016 -62.77248023 -64.17596048 -63.70850833 -61.88277422 -62.45608112 -61.88277422 -62.45608112 -62.39929548 -62.25901369 -61.93662465 -62.03516082 -63.76941643 -63.846636 -62.8971981 -60.7826323579 -62.64200523 -63.15015123 -60.601167849 -61.95780705 -1.11854529256 7.5569917855 12.661023389 -62.74610944 -61.68446457 -63.38476167 -62.62372456 -61.239692921 -63.68901357 11.7687120221 -0.9128866946 2.6380094066 -61.83376692 -63.45707111 -62.83935928 -62.51781986 -63.20874941 -63.16272453 -0.5325027222 -10.7789499114 3.5757560662 -62.35818988 -63.02740741 16.3472552421 -62.27150289 -62.1949748 21.3897265093 -62.82887153 -62.27944099 -1.81953279779 -63.88304272 -63.94880141 16.6357433837
